TrainCallNote;TrainCallNote.CallId;TrainCallNote.DisplayOrder;TrainCallNote.IsDriverNote;TrainCallNote.IsStationNote;TrainCallNote.IsShuntingNote;TrainCallNote.IsForArrival;TrainCallNote.IsForDeparture;TrainCallNote.TrainInfo
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5597;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5598;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5601;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5637;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5640;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5644;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5677;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5683;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5689;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5693;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5706;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5710;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5735;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5739;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5747;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5748;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5754;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5757;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5760;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5765;0;False;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5768;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5773;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5788;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5797;0;True;True;False;True;False;""
